"","CGID"
"35126","cg04340203"
"35127","cg04340481"
"35128","cg04340513"
"35129","cg04341544"
"35130","cg04341745"
"35131","cg04343775"
"35132","cg04343883"
"35133","cg04344018"
"35134","cg04344486"
"35135","cg04344532"
"35136","cg04345559"
"35137","cg04346410"
"35138","cg04346515"
"35139","cg04349117"
"35140","cg04349561"
"35141","cg04351185"
"35142","cg04351468"
"35143","cg04351665"
"35144","cg04351903"
"35145","cg04352763"
"35146","cg04352959"
"35147","cg04353359"
"35148","cg04356699"
"35149","cg04357082"
"35150","cg04357272"
"35151","cg04357841"
"35152","cg04358264"
"35153","cg04358923"
"35154","cg04359702"
"35155","cg04362002"
"35156","cg04362112"
"35157","cg04362315"
"35158","cg04362407"
"35159","cg04362716"
"35160","cg04363536"
"35161","cg04363674"
"35162","cg04364889"
"35163","cg04364973"
"35164","cg04365180"
"35165","cg04365452"
"35166","cg04365481"
"35167","cg04367449"
"35168","cg04368832"
"35169","cg04368849"
"35170","cg04369251"
"35171","cg04369306"
"35172","cg04369574"
"35173","cg04370182"
"35174","cg04371585"
"35175","cg04372933"
"35176","cg04373117"
"35177","cg04373285"
"35178","cg04373587"
"35179","cg04373760"
"35180","cg04374231"
"35181","cg04375245"
"35182","cg04376820"
"35183","cg04376905"
"35184","cg04377131"
"35185","cg04377849"
"35186","cg04378182"
"35187","cg04379124"
"35188","cg04379416"
"35189","cg04381006"
"35190","cg04381153"
"35191","cg04381865"
"35192","cg04382250"
"35193","cg04382358"
"35194","cg04382416"
"35195","cg04383038"
"35196","cg04383703"
"35197","cg04384208"
"35198","cg04385818"
"35199","cg04387347"
"35200","cg04388075"
"35201","cg04388409"
"35202","cg04389328"
"35203","cg04390274"
"35204","cg04392220"
"35205","cg04392293"
"35206","cg04392578"
"35207","cg04393452"
"35208","cg04393693"
"35209","cg04394795"
"35210","cg04395230"
"35211","cg04396462"
"35212","cg04399728"
"35213","cg04400496"
"35214","cg04400521"
"35215","cg04400653"
"35216","cg04402828"
"35217","cg04403139"
"35218","cg04404455"
"35219","cg04404756"
"35220","cg04405704"
"35221","cg04406784"
"35222","cg04406981"
"35223","cg04407400"
"35224","cg04407872"
"35225","cg04408200"
"35226","cg04410003"
"35227","cg04412481"
"35228","cg04413089"
"35229","cg04413782"
"35230","cg04414307"
"35231","cg04414539"
"35232","cg04415731"
"35233","cg04418330"
"35234","cg04419547"
"35235","cg04420516"
"35236","cg04421488"
"35237","cg04422277"
"35238","cg04422742"
"35239","cg04423572"
"35240","cg04424597"
"35241","cg04426297"
"35242","cg04427254"
"35243","cg04427469"
"35244","cg04427512"
"35245","cg04428718"
"35246","cg04429431"
"35247","cg04429703"
"35248","cg04429778"
"35249","cg04430529"
"35250","cg04430996"
"35251","cg04431387"
"35252","cg04431844"
"35253","cg04431876"
"35254","cg04433306"
"35255","cg04434759"
"35256","cg04436431"
"35257","cg04436459"
"35258","cg04437358"
"35259","cg04437648"
"35260","cg04437922"
"35261","cg04438194"
"35262","cg04438688"
"35263","cg04440254"
"35264","cg04441780"
"35265","cg04442042"
"35266","cg04442631"
"35267","cg04442796"
"35268","cg04444369"
"35269","cg04444583"
"35270","cg04446279"
"35271","cg04446453"
"35272","cg04447216"
"35273","cg04448345"
"35274","cg04448476"
"35275","cg04449562"
"35276","cg04450591"
"35277","cg04451031"
"35278","cg04451798"
"35279","cg04452785"
"35280","cg04453511"
"35281","cg04453594"
"35282","cg04455164"
"35283","cg04455643"
"35284","cg04455759"
"35285","cg04456547"
"35286","cg04458206"
"35287","cg04459585"
"35288","cg04460093"
"35289","cg04460961"
"35290","cg04461013"
"35291","cg04461050"
"35292","cg04461101"
"35293","cg04461143"
"35294","cg04461477"
"35295","cg04461926"
"35296","cg04462340"
"35297","cg04462931"
"35298","cg04463380"
"35299","cg04463397"
"35300","cg04463719"
"35301","cg04464523"
"35302","cg04466394"
"35303","cg04466995"
"35304","cg04469686"
"35305","cg04470497"
"35306","cg04471822"
"35307","cg04472083"
"35308","cg04472909"
"35309","cg04473167"
"35310","cg04474903"
"35311","cg04476394"
"35312","cg04477079"
"35313","cg04477336"
"35314","cg04478223"
"35315","cg04479860"
"35316","cg04480665"
"35317","cg04480767"
"35318","cg04481126"
"35319","cg04481584"
"35320","cg04482971"
"35321","cg04483062"
"35322","cg04483163"
"35323","cg04483720"
"35324","cg04483741"
"35325","cg04483754"
"35326","cg04484136"
"35327","cg04486673"
"35328","cg04487008"
"35329","cg04487150"
"35330","cg04487158"
"35331","cg04487659"
"35332","cg04487904"
"35333","cg04488036"
"35334","cg04488074"
"35335","cg04488373"
"35336","cg04490024"
"35337","cg04490207"
"35338","cg04491917"
"35339","cg04492721"
"35340","cg04492929"
"35341","cg04492982"
"35342","cg04493247"
"35343","cg04493778"
"35344","cg04493931"
"35345","cg04494270"
"35346","cg04495219"
"35347","cg04496485"
"35348","cg04497512"
"35349","cg04497902"
"35350","cg04498159"
"35351","cg04499506"
"35352","cg04501188"
"35353","cg04502407"
"35354","cg04502517"
"35355","cg04502601"
"35356","cg04503318"
"35357","cg04503909"
"35358","cg04504062"
"35359","cg04504095"
"35360","cg04504217"
"35361","cg04504715"
"35362","cg04506202"
"35363","cg04506563"
"35364","cg04507562"
"35365","cg04507958"
"35366","cg04509365"
"35367","cg04509446"
"35368","cg04510816"
"35369","cg04514834"
"35370","cg04515702"
"35371","cg04516152"
"35372","cg04516379"
"35373","cg04517441"
"35374","cg04520251"
"35375","cg04521951"
"35376","cg04522374"
"35377","cg04522721"
"35378","cg04522931"
"35379","cg04523069"
"35380","cg04523090"
"35381","cg04523320"
"35382","cg04523867"
"35383","cg04524177"
"35384","cg04524431"
"35385","cg04524513"
"35386","cg04525398"
"35387","cg04525773"
"35388","cg04526209"
"35389","cg04528382"
"35390","cg04529486"
"35391","cg04529865"
"35392","cg04530844"
"35393","cg04530981"
"35394","cg04532956"
"35395","cg04533088"
"35396","cg04533214"
"35397","cg04533302"
"35398","cg04534008"
"35399","cg04534026"
"35400","cg04535665"
"35401","cg04536319"
"35402","cg04536432"
"35403","cg04537170"
"35404","cg04542047"
"35405","cg04542653"
"35406","cg04544946"
"35407","cg04548076"
"35408","cg04550079"
"35409","cg04550788"
"35410","cg04551655"
"35411","cg04552319"
"35412","cg04553690"
"35413","cg04555116"
"35414","cg04556515"
"35415","cg04556766"
"35416","cg04557032"
"35417","cg04557184"
"35418","cg04558298"
"35419","cg04558749"
"35420","cg04560531"
"35421","cg04560741"
"35422","cg04561094"
"35423","cg04561120"
"35424","cg04561224"
"35425","cg04562330"
"35426","cg04562588"
"35427","cg04563169"
"35428","cg04563195"
"35429","cg04563215"
"35430","cg04563766"
"35431","cg04564312"
"35432","cg04567009"
"35433","cg04568613"
"35434","cg04570452"
"35435","cg04570551"
"35436","cg04571233"
"35437","cg04574182"
"35438","cg04575393"
"35439","cg04575609"
"35440","cg04576182"
"35441","cg04576213"
"35442","cg04576847"
"35443","cg04577395"
"35444","cg04578229"
"35445","cg04578304"
"35446","cg04578903"
"35447","cg04579171"
"35448","cg04581025"
"35449","cg04581073"
"35450","cg04581938"
"35451","cg04582424"
"35452","cg04582861"
"35453","cg04585227"
"35454","cg04586348"
"35455","cg04586403"
"35456","cg04586722"
"35457","cg04588204"
"35458","cg04588248"
"35459","cg04589658"
"35460","cg04591308"
"35461","cg04591623"
"35462","cg04591799"
"35463","cg04592208"
"35464","cg04592226"
"35465","cg04593426"
"35466","cg04595393"
"35467","cg04596842"
"35468","cg04597433"
"35469","cg04599158"
"35470","cg04600831"
"35471","cg04601296"
"35472","cg04601775"
"35473","cg04602755"
"35474","cg04603811"
"35475","cg04603928"
"35476","cg04604806"
"35477","cg04606471"
"35478","cg04606582"
"35479","cg04606672"
"35480","cg04607246"
"35481","cg04607322"
"35482","cg04608406"
"35483","cg04609439"
"35484","cg04610631"
"35485","cg04611407"
"35486","cg04612869"
"35487","cg04613165"
"35488","cg04613945"
"35489","cg04614203"
"35490","cg04614339"
"35491","cg04616222"
"35492","cg04616757"
"35493","cg04617012"
"35494","cg04618078"
"35495","cg04618340"
"35496","cg04622074"
"35497","cg04622731"
"35498","cg04623265"
"35499","cg04623960"
"35500","cg04624074"
"35501","cg04624458"
"35502","cg04626105"
"35503","cg04626855"
"35504","cg04627849"
"35505","cg04628014"
"35506","cg04629211"
"35507","cg04629951"
"35508","cg04630271"
"35509","cg04630748"
"35510","cg04630827"
"35511","cg04631584"
"35512","cg04632378"
"35513","cg04635154"
"35514","cg04636881"
"35515","cg04637809"
"35516","cg04638667"
"35517","cg04638773"
"35518","cg04640684"
"35519","cg04643524"
"35520","cg04644049"
"35521","cg04644817"
"35522","cg04646282"
"35523","cg04646842"
"35524","cg04647307"
"35525","cg04648048"
"35526","cg04649627"
"35527","cg04649852"
"35528","cg04651193"
"35529","cg04652208"
"35530","cg04653337"
"35531","cg04653706"
"35532","cg04654132"
"35533","cg04655596"
"35534","cg04656042"
"35535","cg04657419"
"35536","cg04657804"
"35537","cg04658707"
"35538","cg04659537"
"35539","cg04660984"
"35540","cg04661002"
"35541","cg04662015"
"35542","cg04662184"
"35543","cg04662567"
"35544","cg04663556"
"35545","cg04665287"
"35546","cg04665930"
"35547","cg04668301"
"35548","cg04668642"
"35549","cg04669470"
"35550","cg04669668"
"35551","cg04670031"
"35552","cg04671082"
"35553","cg04671206"
"35554","cg04671591"
"35555","cg04671614"
"35556","cg04671659"
"35557","cg04673565"
"35558","cg04674267"
"35559","cg04674357"
"35560","cg04674508"
"35561","cg04675342"
"35562","cg04675747"
"35563","cg04675922"
"35564","cg04676388"
"35565","cg04676446"
"35566","cg04678086"
"35567","cg04678989"
"35568","cg04679782"
"35569","cg04680209"
"35570","cg04680743"
"35571","cg04681579"
"35572","cg04682458"
"35573","cg04683035"
"35574","cg04683516"
"35575","cg04684411"
"35576","cg04685392"
"35577","cg04685954"
"35578","cg04686114"
"35579","cg04688024"
"35580","cg04688450"
"35581","cg04689167"
"35582","cg04689451"
"35583","cg04690674"
"35584","cg04691018"
"35585","cg04691669"
"35586","cg04691944"
"35587","cg04692023"
"35588","cg04693256"
"35589","cg04693379"
"35590","cg04693423"
"35591","cg04693782"
"35592","cg04694239"
"35593","cg04694875"
"35594","cg04694889"
"35595","cg04695373"
"35596","cg04696494"
"35597","cg04696881"
"35598","cg04696943"
"35599","cg04696980"
"35600","cg04697775"
"35601","cg04699462"
"35602","cg04699668"
"35603","cg04701181"
"35604","cg04702079"
"35605","cg04702396"
"35606","cg04703951"
"35607","cg04704085"
"35608","cg04704247"
"35609","cg04704495"
"35610","cg04705068"
"35611","cg04706400"
"35612","cg04706962"
"35613","cg04707255"
"35614","cg04708216"
"35615","cg04709266"
"35616","cg04709822"
"35617","cg04710226"
"35618","cg04711526"
"35619","cg04711622"
"35620","cg04713789"
"35621","cg04717373"
"35622","cg04717450"
"35623","cg04717613"
"35624","cg04718234"
"35625","cg04718747"
"35626","cg04720065"
"35627","cg04721775"
"35628","cg04722177"
"35629","cg04722349"
"35630","cg04722593"
"35631","cg04722795"
"35632","cg04723170"
"35633","cg04724522"
"35634","cg04724646"
"35635","cg04726796"
"35636","cg04727367"
"35637","cg04727458"
"35638","cg04728413"
"35639","cg04728429"
"35640","cg04729609"
"35641","cg04730029"
"35642","cg04730254"
"35643","cg04730314"
"35644","cg04730365"
"35645","cg04730459"
"35646","cg04730930"
"35647","cg04731120"
"35648","cg04732357"
"35649","cg04733533"
"35650","cg04733787"
"35651","cg04734841"
"35652","cg04735481"
"35653","cg04736217"
"35654","cg04737042"
"35655","cg04737133"
"35656","cg04737185"
"35657","cg04737832"
"35658","cg04738130"
"35659","cg04738169"
"35660","cg04738692"
"35661","cg04739156"
"35662","cg04739460"
"35663","cg04740939"
"35664","cg04741128"
"35665","cg04741728"
"35666","cg04742511"
"35667","cg04742671"
"35668","cg04744717"
"35669","cg04744735"
"35670","cg04746406"
"35671","cg04747510"
"35672","cg04747957"
"35673","cg04748098"
"35674","cg04748321"
"35675","cg04748357"
"35676","cg04748637"
"35677","cg04748929"
"35678","cg04749066"
"35679","cg04749453"
"35680","cg04751631"
"35681","cg04751736"
"35682","cg04752053"
"35683","cg04753936"
"35684","cg04755999"
"35685","cg04756051"
"35686","cg04756127"
"35687","cg04756287"
"35688","cg04756316"
"35689","cg04757081"
"35690","cg04757284"
"35691","cg04757410"
"35692","cg04757661"
"35693","cg04758185"
"35694","cg04759651"
"35695","cg04760604"
"35696","cg04764012"
"35697","cg04764902"
"35698","cg04765207"
"35699","cg04767174"
"35700","cg04768713"
"35701","cg04768745"
"35702","cg04769879"
"35703","cg04770781"
"35704","cg04770983"
"35705","cg04771084"
"35706","cg04771673"
"35707","cg04771729"
"35708","cg04773376"
"35709","cg04774770"
"35710","cg04775059"
"35711","cg04776304"
"35712","cg04776597"
"35713","cg04776718"
"35714","cg04777112"
"35715","cg04777312"
"35716","cg04777551"
"35717","cg04777644"
"35718","cg04778411"
"35719","cg04779410"
"35720","cg04779597"
"35721","cg04780491"
"35722","cg04780726"
"35723","cg04781587"
"35724","cg04782552"
"35725","cg04783151"
"35726","cg04784196"
"35727","cg04784724"
"35728","cg04784839"
"35729","cg04784940"
"35730","cg04785555"
"35731","cg04786201"
"35732","cg04786204"
"35733","cg04789318"
"35734","cg04789420"
"35735","cg04789482"
"35736","cg04789650"
"35737","cg04789687"
"35738","cg04789860"
"35739","cg04790129"
"35740","cg04791162"
"35741","cg04791421"
"35742","cg04791505"
"35743","cg04791747"
"35744","cg04792167"
"35745","cg04792352"
"35746","cg04792642"
"35747","cg04793118"
"35748","cg04793637"
"35749","cg04794369"
"35750","cg04795638"
"35751","cg04795724"
"35752","cg04796017"
"35753","cg04796672"
"35754","cg04797166"
"35755","cg04797224"
"35756","cg04798984"
"35757","cg04799343"
"35758","cg04799493"
"35759","cg04801401"
"35760","cg04801974"
"35761","cg04802210"
"35762","cg04803509"
"35763","cg04805794"
"35764","cg04806421"
"35765","cg04806936"
"35766","cg04807694"
"35767","cg04807739"
"35768","cg04807864"
"35769","cg04808672"
"35770","cg04810755"
"35771","cg04811771"
"35772","cg04813004"
"35773","cg04815812"
"35774","cg04816348"
"35775","cg04817258"
"35776","cg04819714"
"35777","cg04820078"
"35778","cg04821026"
"35779","cg04821387"
"35780","cg04821895"
"35781","cg04822213"
"35782","cg04823299"
"35783","cg04823738"
"35784","cg04824555"
"35785","cg04824771"
"35786","cg04824818"
"35787","cg04825215"
"35788","cg04825588"
"35789","cg04826176"
"35790","cg04826882"
"35791","cg04827640"
"35792","cg04828041"
"35793","cg04828714"
"35794","cg04829566"
"35795","cg04830191"
"35796","cg04831495"
"35797","cg04831589"
"35798","cg04832019"
"35799","cg04832545"
"35800","cg04833898"
"35801","cg04834061"
"35802","cg04834956"
"35803","cg04835613"
"35804","cg04835653"
"35805","cg04835841"
"35806","cg04837438"
"35807","cg04837750"
"35808","cg04839289"
"35809","cg04841997"
"35810","cg04842136"
"35811","cg04844088"
"35812","cg04844977"
"35813","cg04845613"
"35814","cg04845915"
"35815","cg04846348"
"35816","cg04850017"
"35817","cg04850148"
"35818","cg04850659"
"35819","cg04852271"
"35820","cg04854165"
"35821","cg04856396"
"35822","cg04859241"
"35823","cg04860082"
"35824","cg04860622"
"35825","cg04861489"
"35826","cg04861904"
"35827","cg04861944"
"35828","cg04862890"
"35829","cg04862906"
"35830","cg04865692"
"35831","cg04865814"
"35832","cg04866810"
"35833","cg04868554"
"35834","cg04870415"
"35835","cg04871364"
"35836","cg04872707"
"35837","cg04874129"
"35838","cg04874279"
"35839","cg04874292"
"35840","cg04874343"
"35841","cg04874673"
"35842","cg04874825"
"35843","cg04875995"
"35844","cg04878119"
"35845","cg04878869"
"35846","cg04879348"
"35847","cg04879818"
"35848","cg04881008"
"35849","cg04882870"
"35850","cg04883157"
"35851","cg04883911"
"35852","cg04884171"
"35853","cg04884395"
"35854","cg04885303"
"35855","cg04885562"
"35856","cg04885935"
"35857","cg04886217"
"35858","cg04886382"
"35859","cg04886662"
"35860","cg04887076"
"35861","cg04887080"
"35862","cg04887461"
"35863","cg04888113"
"35864","cg04888174"
"35865","cg04888425"
"35866","cg04889061"
"35867","cg04889446"
"35868","cg04891883"
"35869","cg04893833"
"35870","cg04895202"
"35871","cg04895363"
"35872","cg04895735"
"35873","cg04896011"
"35874","cg04896596"
"35875","cg04896959"
"35876","cg04898518"
"35877","cg04898773"
"35878","cg04898939"
"35879","cg04899153"
"35880","cg04900128"
"35881","cg04900893"
"35882","cg04900928"
"35883","cg04901121"
"35884","cg04901199"
"35885","cg04902924"
"35886","cg04902930"
"35887","cg04903146"
"35888","cg04903439"
"35889","cg04903884"
"35890","cg04904527"
"35891","cg04905173"
"35892","cg04905635"
"35893","cg04906467"
"35894","cg04907849"
"35895","cg04908013"
"35896","cg04908382"
"35897","cg04909938"
"35898","cg04910041"
"35899","cg04910313"
"35900","cg04913005"
"35901","cg04913666"
"35902","cg04913815"
"35903","cg04914323"
"35904","cg04915533"
"35905","cg04915974"
"35906","cg04917409"
"35907","cg04917615"
"35908","cg04917688"
"35909","cg04922006"
"35910","cg04922188"
"35911","cg04922286"
"35912","cg04922361"
"35913","cg04922606"
"35914","cg04925261"
"35915","cg04926295"
"35916","cg04927033"
"35917","cg04927069"
"35918","cg04928539"
"35919","cg04930563"
"35920","cg04931387"
"35921","cg04932465"
"35922","cg04935289"
"35923","cg04936639"
"35924","cg04937696"
"35925","cg04938329"
"35926","cg04938780"
"35927","cg04940526"
"35928","cg04941033"
"35929","cg04941236"
"35930","cg04941520"
"35931","cg04942564"
"35932","cg04943357"
"35933","cg04943440"
"35934","cg04943636"
"35935","cg04944583"
"35936","cg04944595"
"35937","cg04944611"
"35938","cg04944980"
"35939","cg04947136"
"35940","cg04947339"
"35941","cg04947680"
"35942","cg04948906"
"35943","cg04949308"
"35944","cg04949981"
"35945","cg04952061"
"35946","cg04953155"
"35947","cg04953579"
"35948","cg04953667"
"35949","cg04954203"
"35950","cg04954241"
"35951","cg04955856"
"35952","cg04955912"
"35953","cg04957730"
"35954","cg04958124"
"35955","cg04958252"
"35956","cg04958669"
"35957","cg04960271"
"35958","cg04960798"
"35959","cg04961665"
"35960","cg04962134"
"35961","cg04962978"
"35962","cg04963523"
"35963","cg04963553"
"35964","cg04963560"
"35965","cg04964672"
"35966","cg04964733"
"35967","cg04967502"
"35968","cg04968079"
"35969","cg04968084"
"35970","cg04968835"
"35971","cg04968875"
"35972","cg04970106"
"35973","cg04970839"
"35974","cg04972759"
"35975","cg04972766"
"35976","cg04973239"
"35977","cg04974599"
"35978","cg04975143"
"35979","cg04975481"
"35980","cg04976697"
"35981","cg04976759"
"35982","cg04978107"
"35983","cg04978343"
"35984","cg04978451"
"35985","cg04979063"
"35986","cg04979234"
"35987","cg04980253"
"35988","cg04980281"
"35989","cg04981665"
"35990","cg04981952"
"35991","cg04982811"
"35992","cg04983327"
"35993","cg04984052"
"35994","cg04985020"
"35995","cg04985163"
"35996","cg04985482"
"35997","cg04985626"
"35998","cg04986276"
"35999","cg04986781"
"36000","cg04987004"
"36001","cg04987823"
"36002","cg04987955"
"36003","cg04988048"
"36004","cg04988869"
"36005","cg04989533"
"36006","cg04990609"
"36007","cg04992666"
"36008","cg04992752"
"36009","cg04993041"
"36010","cg04994925"
"36011","cg04994964"
"36012","cg04995753"
"36013","cg04996097"
"36014","cg04996388"
"36015","cg04998160"
"36016","cg04998690"
"36017","cg05000199"
"36018","cg05000466"
"36019","cg05001044"
"36020","cg05002642"
"36021","cg05003723"
"36022","cg05004405"
"36023","cg05004662"
"36024","cg05005577"
"36025","cg05006942"
"36026","cg05006954"
"36027","cg05008218"
"36028","cg05008367"
"36029","cg05009707"
"36030","cg05010309"
"36031","cg05010752"
"36032","cg05011276"
"36033","cg05011349"
"36034","cg05011784"
"36035","cg05012044"
"36036","cg05012125"
"36037","cg05012158"
"36038","cg05012239"
"36039","cg05012516"
"36040","cg05012624"
"36041","cg05013661"
"36042","cg05014211"
"36043","cg05015452"
"36044","cg05016131"
"36045","cg05017760"
"36046","cg05017990"
"36047","cg05019180"
"36048","cg05019381"
"36049","cg05019583"
"36050","cg05019905"
"36051","cg05020203"
"36052","cg05020924"
"36053","cg05021394"
"36054","cg05023043"
"36055","cg05024121"
"36056","cg05025211"
"36057","cg05025392"
"36058","cg05025913"
"36059","cg05026658"
"36060","cg05026698"
"36061","cg05028588"
"36062","cg05029625"
"36063","cg05029692"
"36064","cg05030129"
"36065","cg05030953"
"36066","cg05031741"
"36067","cg05031797"
"36068","cg05032384"
"36069","cg05033295"
"36070","cg05033924"
"36071","cg05035620"
"36072","cg05036183"
"36073","cg05036279"
"36074","cg05036337"
"36075","cg05036439"
"36076","cg05037609"
"36077","cg05037680"
"36078","cg05038757"
"36079","cg05040360"
"36080","cg05040624"
"36081","cg05041475"
"36082","cg05042110"
"36083","cg05042213"
"36084","cg05042606"
"36085","cg05042749"
"36086","cg05043047"
"36087","cg05043287"
"36088","cg05043657"
"36089","cg05043952"
"36090","cg05044339"
"36091","cg05044764"
"36092","cg05045104"
"36093","cg05045332"
"36094","cg05046996"
"36095","cg05047465"
"36096","cg05047706"
"36097","cg05048377"
"36098","cg05048927"
"36099","cg05049028"
"36100","cg05049094"
"36101","cg05049390"
"36102","cg05049681"
"36103","cg05049822"
"36104","cg05050047"
"36105","cg05051118"
"36106","cg05051262"
"36107","cg05051571"
"36108","cg05052407"
"36109","cg05053718"
"36110","cg05053829"
"36111","cg05054115"
"36112","cg05054149"
"36113","cg05054944"
"36114","cg05055827"
"36115","cg05055833"
"36116","cg05058150"
"36117","cg05058508"
"36118","cg05058886"
"36119","cg05059224"
"36120","cg05059458"
"36121","cg05059644"
"36122","cg05059868"
"36123","cg05059874"
"36124","cg05060577"
"36125","cg05061132"
"36126","cg05061813"
"36127","cg05062491"
"36128","cg05062550"
"36129","cg05062653"
"36130","cg05062854"
"36131","cg05063856"
"36132","cg05064263"
"36133","cg05064683"
"36134","cg05065372"
"36135","cg05065669"
"36136","cg05066387"
"36137","cg05066804"
"36138","cg05067286"
"36139","cg05068035"
"36140","cg05068146"
"36141","cg05068597"
"36142","cg05072063"
"36143","cg05072552"
"36144","cg05073880"
"36145","cg05075454"
"36146","cg05076082"
"36147","cg05076103"
"36148","cg05079779"
"36149","cg05081006"
"36150","cg05081416"
"36151","cg05081751"
"36152","cg05083038"
"36153","cg05085267"
"36154","cg05085749"
"36155","cg05086021"
"36156","cg05086178"
"36157","cg05087067"
"36158","cg05088017"
"36159","cg05088515"
"36160","cg05089903"
"36161","cg05090143"
"36162","cg05091817"
"36163","cg05091921"
"36164","cg05092459"
"36165","cg05093071"
"36166","cg05093318"
"36167","cg05093429"
"36168","cg05093469"
"36169","cg05097306"
"36170","cg05097696"
"36171","cg05097861"
"36172","cg05097953"
"36173","cg05098815"
"36174","cg05099196"
"36175","cg05101135"
"36176","cg05101432"
"36177","cg05101809"
"36178","cg05102422"
"36179","cg05103956"
"36180","cg05104351"
"36181","cg05104993"
"36182","cg05107246"
"36183","cg05107686"
"36184","cg05113908"
"36185","cg05114858"
"36186","cg05115161"
"36187","cg05116255"
"36188","cg05117809"
"36189","cg05120668"
"36190","cg05121388"
"36191","cg05122441"
"36192","cg05122861"
"36193","cg05123257"
"36194","cg05123368"
"36195","cg05123378"
"36196","cg05124770"
"36197","cg05126797"
"36198","cg05127924"
"36199","cg05129479"
"36200","cg05130405"
"36201","cg05131102"
"36202","cg05131142"
"36203","cg05131479"
"36204","cg05132568"
"36205","cg05133090"
"36206","cg05133756"
"36207","cg05134987"
"36208","cg05136139"
"36209","cg05137662"
"36210","cg05138270"
"36211","cg05139472"
"36212","cg05140231"
"36213","cg05140643"
"36214","cg05141005"
"36215","cg05141384"
"36216","cg05141602"
"36217","cg05142358"
"36218","cg05143364"
"36219","cg05143424"
"36220","cg05144540"
"36221","cg05144642"
"36222","cg05145251"
"36223","cg05146307"
"36224","cg05146436"
"36225","cg05147714"
"36226","cg05149720"
"36227","cg05151348"
"36228","cg05153791"
"36229","cg05155809"
"36230","cg05156200"
"36231","cg05156453"
"36232","cg05157171"
"36233","cg05157470"
"36234","cg05157492"
"36235","cg05157499"
"36236","cg05157833"
"36237","cg05158293"
"36238","cg05158362"
"36239","cg05158692"
"36240","cg05159604"
"36241","cg05159804"
"36242","cg05159925"
"36243","cg05160193"
"36244","cg05162281"
"36245","cg05162788"
"36246","cg05162802"
"36247","cg05163709"
"36248","cg05164968"
"36249","cg05165339"
"36250","cg05165445"
"36251","cg05167139"
"36252","cg05167782"
"36253","cg05167898"
"36254","cg05168280"
"36255","cg05168404"
"36256","cg05168453"
"36257","cg05169812"
"36258","cg05170746"
"36259","cg05170856"
"36260","cg05172141"
"36261","cg05172609"
"36262","cg05173611"
"36263","cg05176970"
"36264","cg05178291"
"36265","cg05178316"
"36266","cg05178502"
"36267","cg05179125"
"36268","cg05179820"
"36269","cg05180512"
"36270","cg05183538"
"36271","cg05184256"
"36272","cg05185519"
"36273","cg05185573"
"36274","cg05185776"
"36275","cg05185994"
"36276","cg05188358"
"36277","cg05188963"
"36278","cg05189730"
"36279","cg05191435"
"36280","cg05192639"
"36281","cg05192974"
"36282","cg05193282"
"36283","cg05194689"
"36284","cg05195085"
"36285","cg05196355"
"36286","cg05198938"
"36287","cg05201185"
"36288","cg05201677"
"36289","cg05202483"
"36290","cg05203659"
"36291","cg05203671"
"36292","cg05203949"
"36293","cg05204540"
"36294","cg05205601"
"36295","cg05205647"
"36296","cg05207077"
"36297","cg05207255"
"36298","cg05207973"
"36299","cg05208416"
"36300","cg05208572"
"36301","cg05209192"
"36302","cg05210213"
"36303","cg05211558"
"36304","cg05211996"
"36305","cg05212098"
"36306","cg05212465"
"36307","cg05213048"
"36308","cg05213267"
"36309","cg05213414"
"36310","cg05215310"
"36311","cg05215966"
"36312","cg05217927"
"36313","cg05218514"
"36314","cg05220713"
"36315","cg05221264"
"36316","cg05221654"
"36317","cg05222072"
"36318","cg05222119"
"36319","cg05224329"
"36320","cg05224707"
"36321","cg05225065"
"36322","cg05225196"
"36323","cg05227111"
"36324","cg05227989"
"36325","cg05229275"
"36326","cg05229311"
"36327","cg05229340"
"36328","cg05230009"
"36329","cg05230176"
"36330","cg05231098"
"36331","cg05231478"
"36332","cg05231542"
"36333","cg05231834"
"36334","cg05232596"
"36335","cg05232914"
"36336","cg05233950"
"36337","cg05235047"
"36338","cg05235084"
"36339","cg05236297"
"36340","cg05236621"
"36341","cg05237260"
"36342","cg05240537"
"36343","cg05240970"
"36344","cg05241143"
"36345","cg05241157"
"36346","cg05241308"
"36347","cg05241619"
"36348","cg05243311"
"36349","cg05243815"
"36350","cg05244324"
"36351","cg05244737"
"36352","cg05247780"
"36353","cg05248067"
"36354","cg05248351"
"36355","cg05248470"
"36356","cg05249084"
"36357","cg05249644"
"36358","cg05250797"
"36359","cg05251479"
"36360","cg05252143"
"36361","cg05252279"
"36362","cg05253283"
"36363","cg05254246"
"36364","cg05255537"
"36365","cg05255728"
"36366","cg05255915"
"36367","cg05256041"
"36368","cg05256172"
"36369","cg05256967"
"36370","cg05258757"
"36371","cg05259545"
"36372","cg05261549"
"36373","cg05262218"
"36374","cg05262755"
"36375","cg05263382"
"36376","cg05263479"
"36377","cg05263953"
"36378","cg05264472"
"36379","cg05264881"
"36380","cg05265105"
"36381","cg05266537"
"36382","cg05267740"
"36383","cg05268858"
"36384","cg05269678"
"36385","cg05269976"
"36386","cg05271507"
"36387","cg05273006"
"36388","cg05274503"
"36389","cg05274940"
"36390","cg05275182"
"36391","cg05275236"
"36392","cg05276302"
"36393","cg05276469"
"36394","cg05277095"
"36395","cg05277736"
"36396","cg05278186"
"36397","cg05278296"
